YearRemodAdd,Kitchen,PID,MS SubClass,MS Zoning,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Heating,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Heating QC,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Bedroom,Full Bath,Half Bath,Gr Liv Area,Yr Sold,Mo Sold,Sale Type,Sale Condition,SalePrice,Misc Feature,Misc Val,Pool Area,Pool QC,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Bsmt Full Bath,Bsmt Half Bath,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built
2000,1,528292060,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,1037,1285,0,Ex,TA,8,Typ,1,TA,Y,144,44,0,0,0,NA,4,2,1,2322,2008,5,WD ,Normal,225000,NA,0,0,NA,BuiltIn,1999,Fin,2,400,TA,TA,Gd,TA,No,GLQ,870,Unf,0,167,1037,0,0,41,12460,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRAn,Normal,1Fam,2Story,7,5,1999
1999,1,528292070,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,298,Gd,TA,PConc,GasA,0,SBrkr,1022,1038,0,Ex,Gd,8,Typ,1,TA,Y,0,0,0,168,0,GdPrv,3,2,1,2060,2009,6,WD ,Normal,214000,NA,0,0,NA,BuiltIn,1999,RFn,2,390,TA,TA,Gd,TA,No,ALQ,772,Unf,0,220,992,1,0,0,8755,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Normal,1Fam,2Story,7,5,1999
2006,1,528292080,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,1082,1240,0,Gd,Gd,8,Typ,0,NA,Y,400,45,0,0,0,NA,4,3,1,2322,2006,8,New,Partial,287602,NA,0,0,NA,Attchd,2006,RFn,3,617,TA,TA,Gd,TA,No,Unf,0,Unf,0,1035,1035,0,0,0,12104,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,Gilbert,Norm,Normal,1Fam,2Story,7,5,2006
2000,1,528294010,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,GasA,0,SBrkr,961,683,0,Ex,TA,7,Typ,1,TA,Y,460,42,0,0,0,NA,3,2,1,1644,2007,5,WD ,Normal,185000,NA,0,0,NA,Attchd,1999,RFn,2,460,TA,TA,Gd,TA,No,Unf,0,Unf,0,941,941,0,0,59,9649,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Normal,1Fam,2Story,6,5,1999
1999,1,528294050,80,RL,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,GasA,0,SBrkr,774,656,0,Ex,TA,7,Typ,1,TA,Y,0,0,0,0,0,NA,3,2,1,1430,2009,6,WD ,Normal,168000,NA,0,0,NA,BuiltIn,1999,Fin,2,410,TA,TA,TA,TA,No,Unf,0,Unf,0,384,384,0,0,64,7848,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Normal,1Fam,SLvl,7,6,1999
1999,1,528294060,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,GasA,0,SBrkr,873,778,0,Ex,TA,7,Typ,1,TA,Y,0,103,0,0,0,NA,3,2,1,1651,2008,5,WD ,Normal,185900,NA,0,0,NA,BuiltIn,1999,Fin,2,450,TA,TA,Gd,TA,No,Unf,0,Unf,0,831,831,0,0,77,8390,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Normal,1Fam,2Story,7,5,1999
1999,1,528294070,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,302,Gd,TA,PConc,GasA,0,SBrkr,1005,1286,0,Ex,Gd,8,Typ,1,TA,Y,192,0,0,0,0,NA,4,2,1,2291,2006,2,WD ,Normal,230000,NA,0,0,NA,BuiltIn,1999,Fin,2,429,TA,TA,Gd,TA,No,Unf,0,Unf,0,975,975,0,0,66,8738,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Normal,1Fam,2Story,7,5,1999
1998,1,528315030,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,423,Gd,TA,PConc,GasA,0,SBrkr,1407,985,0,Ex,Gd,7,Typ,1,TA,Y,0,70,0,0,0,NA,3,2,1,2392,2006,6,WD ,Normal,348000,NA,0,0,NA,Attchd,1997,Fin,3,870,TA,TA,Gd,TA,No,GLQ,1074,Unf,0,322,1396,1,0,82,9452,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1997
1997,1,528315060,75,RL,Hip,CompShg,HdBoard,HdBoard,BrkFace,1290,Gd,TA,PConc,GasA,0,SBrkr,1182,1017,0,Ex,Gd,9,Typ,1,TA,Y,0,131,0,0,0,NA,3,2,1,2199,2008,9,WD ,Normal,284500,NA,0,0,NA,Attchd,1997,Fin,2,516,TA,TA,Gd,TA,No,Unf,0,Unf,0,1173,1173,0,0,84,9660,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2.5Unf,8,5,1997
1998,1,528315070,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,242,Gd,TA,PConc,GasA,0,SBrkr,1079,897,0,Ex,Gd,7,Typ,1,Ex,Y,210,31,0,0,0,NA,3,2,1,1976,2006,2,WD ,Normal,286000,NA,0,0,NA,Attchd,1998,Fin,3,885,TA,TA,Gd,TA,No,GLQ,791,Unf,0,253,1044,1,0,84,9660,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1998
2000,1,528315080,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,322,Gd,TA,PConc,GasA,0,SBrkr,1205,1029,0,Ex,Gd,7,Typ,1,TA,Y,0,50,0,0,0,NA,3,2,1,2234,2006,6,WD ,Normal,300000,NA,0,0,NA,BuiltIn,2000,RFn,3,768,TA,TA,Gd,TA,Mn,GLQ,505,Unf,0,655,1160,1,0,83,9545,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,2000
1999,1,528315090,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,673,Gd,TA,PConc,GasA,0,SBrkr,1268,1097,0,Ex,Gd,8,Typ,1,Gd,Y,0,128,0,0,180,NA,3,2,1,2365,2009,7,WD ,Normal,337000,NA,0,0,NA,Attchd,1999,RFn,3,856,TA,TA,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,1,0,82,9430,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1999
1998,1,528315110,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,473,Gd,TA,PConc,GasA,0,SBrkr,1470,1160,0,Gd,Gd,8,Typ,1,TA,Y,0,66,0,0,0,NA,4,2,1,2630,2008,6,WD ,Normal,315000,NA,0,0,NA,Attchd,1998,Fin,3,696,TA,TA,Gd,TA,No,GLQ,986,Unf,0,484,1470,1,0,80,9200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1998
1996,1,528320050,60,RL,Hip,CompShg,Wd Sdng,ImStucc,None,0,Gd,TA,PConc,GasA,0,SBrkr,2411,2065,0,Ex,Ex,10,Typ,2,TA,Y,171,78,0,0,0,MnPrv,4,3,1,4476,2007,7,WD ,Abnorml,745000,NA,0,555,Ex,Attchd,1996,Fin,3,813,TA,TA,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,1,0,160,15623,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Normal,1Fam,2Story,10,5,1996
1996,1,528320060,60,RL,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378,Gd,Gd,PConc,GasA,0,SBrkr,1831,1796,0,Ex,Gd,10,Typ,1,TA,Y,361,76,0,0,0,NA,4,3,1,3627,2006,7,WD ,Normal,625000,NA,0,0,NA,Attchd,1995,Fin,3,807,TA,TA,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,1,0,118,35760,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Normal,1Fam,2Story,10,5,1995
1996,1,528321010,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,506,Gd,TA,PConc,GasA,0,SBrkr,1490,1304,0,Ex,Ex,9,Typ,1,TA,Y,0,146,202,0,0,NA,4,2,1,2794,2009,7,WD ,Normal,403000,NA,0,0,NA,Attchd,1995,Fin,3,810,TA,TA,Gd,TA,No,GLQ,689,Unf,0,773,1462,1,0,174,15138,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1995
1998,1,528322020,60,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,515,Gd,TA,PConc,GasA,0,SBrkr,1779,772,0,Ex,Gd,8,Typ,2,TA,Y,76,61,0,0,0,NA,4,2,1,2551,2007,6,WD ,Normal,384500,NA,0,0,NA,Attchd,1998,Fin,3,925,TA,TA,Gd,TA,Av,GLQ,1181,Unf,0,598,1779,1,0,100,12191,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1997
2000,1,528326030,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,350,Gd,TA,PConc,GasA,0,SBrkr,1145,1053,0,Ex,Gd,9,Typ,1,TA,Y,192,84,0,0,0,NA,4,2,1,2198,2008,12,WD ,Normal,250000,NA,0,0,NA,Attchd,2000,RFn,3,836,TA,TA,Gd,TA,Av,GLQ,655,Unf,0,490,1145,1,0,84,14260,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,2000
2000,1,528326060,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,72,Gd,TA,PConc,GasA,0,SBrkr,997,1288,0,Ex,Gd,8,Typ,1,TA,Y,0,56,0,0,0,NA,4,2,1,2285,2007,6,WD ,Normal,248000,NA,0,0,NA,BuiltIn,2000,Fin,3,648,TA,TA,Gd,TA,No,Unf,0,Unf,0,969,969,0,0,0,11000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,2000
2000,1,528326110,60,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,295,Gd,TA,PConc,GasA,0,SBrkr,1533,639,0,Ex,Ex,8,Typ,1,TA,Y,162,153,0,0,0,NA,4,2,1,2172,2008,6,WD ,Normal,291000,NA,0,0,NA,BuiltIn,2000,RFn,3,687,TA,TA,Ex,TA,Mn,Unf,0,Unf,0,1519,1519,0,0,0,11000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Normal,1Fam,2Story,9,5,2000
2000,1,528327010,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,877,Gd,TA,PConc,GasA,0,SBrkr,1540,1315,0,Ex,Ex,9,Typ,1,TA,Y,247,55,0,0,0,NA,4,2,1,2855,2006,3,WD ,Normal,405000,NA,0,0,NA,Attchd,2000,RFn,3,774,TA,TA,Ex,TA,Av,GLQ,1182,Unf,0,358,1540,1,0,0,9233,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,9,5,2000
2002,1,528327060,20,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,705,Ex,TA,PConc,GasA,0,SBrkr,2633,0,0,Ex,Ex,8,Typ,2,Gd,Y,314,140,0,0,0,NA,2,2,1,2633,2007,3,WD ,Normal,466500,NA,0,0,NA,Attchd,2001,RFn,3,804,TA,TA,Ex,TA,Gd,GLQ,1282,Unf,0,1351,2633,1,0,0,11400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,1Story,10,5,2001
2000,1,528327070,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,150,Gd,TA,PConc,GasA,0,SBrkr,1466,1221,0,Ex,Gd,10,Typ,2,TA,Y,252,30,0,0,0,NA,4,2,1,2687,2009,9,WD ,Normal,327000,NA,0,0,NA,BuiltIn,2000,RFn,3,810,TA,TA,Gd,TA,Mn,GLQ,1173,Unf,0,282,1455,1,0,106,12720,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,2000
1999,1,528328100,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,165,Gd,TA,PConc,GasA,0,SBrkr,1422,1177,0,Ex,Gd,10,Typ,1,TA,Y,668,30,0,0,0,NA,4,2,1,2599,2010,5,WD ,Normal,333168,NA,0,0,NA,BuiltIn,1999,Fin,3,779,TA,TA,Gd,TA,No,Unf,0,Unf,0,1393,1393,0,0,108,14774,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Normal,1Fam,2Story,9,5,1999
1998,1,528340030,60,RL,Gable,CompShg,MetalSd,MetalSd,BrkFace,422,Gd,TA,PConc,GasA,0,SBrkr,1671,1407,0,Ex,Gd,9,Typ,1,TA,Y,108,87,0,0,0,NA,4,2,1,3078,2007,7,WD ,Normal,410000,NA,0,0,NA,Attchd,1998,Fin,3,806,TA,TA,Ex,TA,Gd,GLQ,672,Unf,0,736,1408,1,0,89,10557,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,9,5,1998
1999,1,528344020,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,1411,1171,0,Ex,Gd,9,Typ,1,TA,Y,286,60,0,0,0,NA,4,2,1,2582,2007,1,WD ,Normal,322500,NA,0,0,NA,Attchd,1998,Fin,3,758,TA,TA,Gd,TA,No,GLQ,1048,Unf,0,341,1389,1,0,74,11002,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1998
1998,1,528344040,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,731,Gd,TA,PConc,GasA,0,SBrkr,1310,1140,0,Ex,Gd,7,Typ,1,TA,Y,0,126,0,0,0,NA,3,2,1,2450,2009,5,WD ,Normal,340000,NA,0,0,NA,Attchd,1998,Fin,3,1069,TA,TA,Gd,TA,Mn,GLQ,781,Unf,0,503,1284,1,0,0,16545,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1998
1998,1,528344060,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,530,Gd,TA,PConc,GasA,0,SBrkr,1086,838,0,Ex,Gd,7,Typ,1,TA,Y,208,75,0,0,374,NA,3,2,1,1924,2006,6,WD ,Normal,280000,NA,0,0,NA,Attchd,1998,RFn,2,592,TA,TA,Gd,TA,Av,GLQ,956,Unf,0,130,1086,1,0,78,12011,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1998
1998,1,528344070,60,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,114,Gd,TA,PConc,GasA,0,SBrkr,1645,830,0,Ex,Gd,7,Typ,1,TA,Y,23,172,0,0,256,NA,4,2,1,2475,2010,1,WD ,Normal,355000,NA,0,0,NA,Attchd,1998,Fin,3,962,TA,TA,Ex,TA,No,Unf,0,Unf,0,1629,1629,0,0,60,17433,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1998
1999,1,528344100,60,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,975,Gd,TA,PConc,GasA,0,SBrkr,1276,1336,0,Ex,Gd,8,Typ,1,TA,Y,250,0,0,0,0,NA,4,2,1,2612,2009,7,WD ,Normal,336000,NA,0,0,NA,Attchd,1998,Fin,3,676,TA,TA,Gd,TA,No,GLQ,854,Unf,0,371,1225,1,0,98,12203,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1998
1998,1,528346050,20,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,495,Gd,TA,PConc,GasA,0,SBrkr,2006,0,0,Ex,Gd,5,Typ,1,TA,Y,144,33,0,0,0,NA,2,2,0,2006,2008,7,WD ,Normal,350000,NA,0,0,NA,Attchd,1998,Fin,3,938,TA,TA,Gd,TA,Av,GLQ,1660,Unf,0,322,1982,1,0,136,11675,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,1Story,8,5,1998
1998,1,528348010,60,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,650,Gd,TA,PConc,GasA,0,SBrkr,1165,1098,0,Gd,Gd,10,Typ,1,TA,Y,144,123,0,0,0,NA,4,2,1,2263,2006,7,WD ,Abnorml,258000,NA,0,0,NA,BuiltIn,1998,Fin,2,420,TA,TA,Gd,TA,No,Unf,0,Unf,0,1141,1141,0,0,93,12090,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1998
1998,1,528348030,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,275,Gd,TA,PConc,GasA,0,SBrkr,1108,1277,0,Ex,Gd,8,Typ,1,TA,Y,120,38,0,0,0,NA,4,2,1,2385,2007,5,WD ,Normal,252000,NA,0,0,NA,BuiltIn,1998,Fin,3,600,TA,TA,Gd,TA,No,Unf,0,Unf,0,1066,1066,0,0,83,10790,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,7,5,1998
1995,1,528351010,60,RL,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170,Ex,TA,PConc,GasA,0,SBrkr,2444,1872,0,Ex,Ex,10,Typ,2,Ex,Y,382,50,0,0,0,NA,4,3,1,4316,2007,1,WD ,Normal,755000,NA,0,0,NA,Attchd,1994,Fin,3,832,TA,TA,Ex,TA,Gd,GLQ,1455,Unf,0,989,2444,0,1,104,21535,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Normal,1Fam,2Story,10,6,1994
1997,1,528354050,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,921,Gd,TA,PConc,GasA,0,SBrkr,1277,1067,0,Ex,Gd,7,Typ,1,TA,Y,220,0,0,0,0,NA,3,2,1,2344,2009,7,WD ,Normal,265000,NA,0,0,NA,Attchd,1996,RFn,3,889,TA,TA,Gd,TA,No,Unf,0,Unf,0,1264,1264,0,0,79,10208,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,7,5,1996
1997,1,528354060,60,RL,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,1127,886,0,Ex,TA,8,Typ,1,TA,Y,180,130,0,0,0,NA,3,2,1,2013,2007,6,WD ,Normal,269790,NA,0,0,NA,Attchd,1997,Unf,2,455,TA,TA,Gd,TA,Av,GLQ,862,Unf,0,255,1117,1,0,92,9920,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Normal,1Fam,2Story,7,5,1996
1997,1,528354100,60,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,GasA,0,SBrkr,1064,1061,0,Ex,Gd,12,Typ,2,TA,Y,168,0,0,0,0,NA,4,2,1,2125,2008,6,WD ,Normal,279500,NA,0,0,NA,Attchd,1996,RFn,2,576,TA,TA,Ex,TA,No,GLQ,851,Unf,0,213,1064,1,0,97,10990,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Normal,1Fam,2Story,7,5,1996
1997,1,528354110,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,594,Gd,TA,PConc,GasA,0,SBrkr,1383,1015,0,Ex,Gd,8,Typ,1,TA,Y,239,60,0,0,0,NA,3,2,1,2398,2007,8,WD ,Normal,315750,NA,0,0,NA,Attchd,1996,Fin,3,834,TA,TA,Gd,TA,No,GLQ,719,Unf,0,660,1379,1,0,95,11787,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,7,5,1996
1996,1,528358010,20,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,338,Gd,TA,PConc,GasA,0,SBrkr,1720,0,0,Ex,Gd,7,Typ,1,TA,Y,240,56,154,0,0,NA,3,2,0,1720,2010,3,WD ,Normal,260400,NA,0,0,NA,Attchd,1996,Fin,2,527,TA,TA,Gd,TA,No,GLQ,919,Unf,0,801,1720,1,0,59,10593,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,1Story,7,5,1996
1995,1,528358030,60,RL,Hip,CompShg,VinylSd,VinylSd,BrkFace,397,Gd,TA,PConc,GasA,0,SBrkr,1358,1368,0,Ex,Gd,9,Typ,1,Ex,Y,307,169,168,0,0,NA,4,2,1,2726,2006,6,WD ,Normal,350000,NA,0,0,NA,Attchd,1995,RFn,3,725,TA,TA,Gd,TA,No,ALQ,527,Unf,0,815,1342,0,0,83,10019,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1995
1995,1,528358040,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,290,Gd,TA,PConc,GasA,0,SBrkr,1214,1306,0,Ex,Gd,9,Typ,1,TA,Y,224,114,0,0,0,NA,4,2,1,2520,2007,6,WD ,Abnorml,290000,NA,0,0,NA,Attchd,1995,RFn,3,721,TA,TA,Gd,TA,No,GLQ,565,Unf,0,638,1203,0,0,82,9950,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,7,5,1995
1994,1,528360050,60,RL,Hip,CompShg,MetalSd,MetalSd,BrkFace,738,Gd,Gd,PConc,GasA,0,SBrkr,1933,1567,0,Ex,Ex,11,Typ,1,TA,Y,870,86,0,0,210,NA,4,3,1,3500,2006,5,WD ,Normal,584500,NA,0,0,NA,Attchd,1993,RFn,3,959,TA,TA,Ex,TA,Gd,Rec,292,GLQ,1393,48,1733,1,0,114,17242,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,9,5,1993
1995,1,528363020,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,466,Gd,TA,PConc,GasA,0,SBrkr,1251,1250,0,Ex,Gd,9,Typ,1,TA,Y,192,87,0,0,0,NA,4,2,1,2501,2008,6,WD ,Normal,290000,NA,0,0,NA,Attchd,1995,RFn,3,751,TA,TA,Gd,TA,Av,Unf,0,Unf,0,1242,1242,0,0,0,11929,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,7,1995
1995,1,528363050,20,RL,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,634,Gd,TA,PConc,GasA,0,SBrkr,2063,0,0,Ex,Gd,7,Typ,2,Gd,Y,182,56,0,0,0,NA,3,2,0,2063,2009,6,WD ,Normal,315000,NA,0,0,NA,Attchd,1994,Fin,3,815,TA,TA,Gd,TA,Av,BLQ,236,GLQ,1526,262,2024,1,0,0,10750,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Normal,1Fam,1Story,8,5,1994
1995,1,528363070,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,501,Gd,TA,PConc,GasA,0,SBrkr,1305,1189,0,Ex,Gd,9,Typ,1,TA,Y,200,95,0,0,0,GdPrv,4,2,1,2494,2006,6,WD ,Normal,321000,NA,0,0,NA,Attchd,1994,Fin,3,803,TA,TA,Gd,TA,Gd,GLQ,380,BLQ,168,742,1290,1,0,0,10236,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1994
1995,1,528363110,20,RL,Hip,CompShg,MetalSd,MetalSd,BrkFace,660,Gd,Gd,PConc,GasA,0,SBrkr,2113,0,0,Ex,Gd,7,Typ,1,TA,Y,236,46,0,0,0,NA,2,2,1,2113,2008,8,WD ,Normal,350000,NA,0,0,NA,Attchd,1995,Fin,3,839,TA,TA,Gd,TA,Gd,GLQ,1696,Unf,0,413,2109,1,0,91,10437,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,1Story,8,6,1995
1995,1,528363130,60,RL,Gable,CompShg,HdBoard,HdBoard,BrkFace,362,Gd,TA,PConc,GasA,0,SBrkr,1500,1122,0,Ex,Gd,9,Typ,2,TA,Y,186,32,0,0,0,NA,3,2,1,2622,2010,4,WD ,Normal,325000,NA,0,0,NA,Attchd,1994,RFn,2,712,TA,TA,Ex,TA,Av,GLQ,1032,Unf,0,431,1463,1,0,98,12256,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1994
1995,1,528364110,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkFace,513,Gd,TA,PConc,GasA,0,SBrkr,1328,1203,0,Ex,Gd,9,Typ,1,TA,Y,222,98,0,0,0,NA,4,2,1,2531,2007,11,WD ,Normal,290000,NA,0,0,NA,Attchd,1995,RFn,3,752,TA,TA,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,0,0,65,12257,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,8,5,1995
1994,1,528365060,60,RL,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651,Gd,TA,PConc,GasA,0,SBrkr,1325,1093,0,Ex,Gd,9,Typ,1,TA,Y,250,154,216,0,0,NA,3,2,1,2418,2008,8,WD ,Normal,341000,NA,0,0,NA,Attchd,1993,RFn,3,983,TA,TA,Gd,TA,Gd,GLQ,1173,Unf,0,138,1311,1,0,96,10542,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Normal,1Fam,2Story,7,5,1993
1993,1,528365070,60,RL,Gable,CompShg,HdBoard,HdBoard,BrkFace,256,Gd,TA,PConc,GasA,0,SBrkr,1372,1274,0,Ex,Gd,9,Typ,1,TA,Y,340,60,144,0,0,NA,4,2,1,2646,2009,4,WD ,Normal,260000,NA,0,0,NA,Attchd,1993,RFn,3,656,TA,TA,Gd,TA,Gd,GLQ,987,Unf,0,360,1347,1,0,90,9900,Pave,NA,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Normal,1Fam,2Story,7,5,1993
